OBJECTID,Id,Toponyms,Type,Period,StartDate,EndDate,Longitude,Latitude,LocQual,SizeHa,SizeQual,Source,Source_id,ORIG_FID
4157,2425,Casale Coazzo,settlement (villa),Imperial Period,1,300,12.583338155210001,41.961176559270001,A,0.666652504610000,B,"Quilici and Quilici Gigli 1993, p. 181",169,4156
4158,2426,Casale Coazzo,settlement (villa),Imperial Period,-30,100,12.587148822670001,41.963335901130002,A,0.289500345560000,B,"Quilici and Quilici Gigli 1993, p. 191",179,4157
4159,2427,Casale Coazzo,settlement (villa),Imperial Period,1,500,12.589623183230000,41.963242477229997,A,0.230930655530000,B,"Quilici and Quilici Gigli 1993, p. 191",179,4158
4160,2428, ,settlement,Archaic Period,-600,-500,12.590501178769999,41.959437455420002,A,0.380622553410000,B,"Quilici and Quilici Gigli 1993, p. 186",171,4159
4161,2428, ,settlement (villa),Imperial Period,1,200,12.590613837310000,41.959150799669999,A,0.225915381500000,B,"Quilici and Quilici Gigli 1993, p. 186",171,4160
4162,2429, ,settlement,Archaic Period,-600,-500,12.595911043910000,41.960126150740003,A,0.574452298420000,B,"Quilici and Quilici Gigli 1993, p. 186",172,4161
4163,2429, ,settlement,Republican Period,-500,-30,12.595925593710000,41.959832915690001,A,1.049199270910000,B,"Quilici and Quilici Gigli 1993, p. 186",172,4162
4164,2429, ,settlement (villa),Imperial Period,-30,200,12.595994475239999,41.959562576629999,A,0.733750105350000,B,"Quilici and Quilici Gigli 1993, p. 186",172,4163
4165,2430,Prato Lauro,settlement,Archaic Period,-600,-500,12.599473983859999,41.958870430749997,A,0.172149862170000,B,"Quilici and Quilici Gigli 1993, p. 188",173,4164
4166,2430,Prato Lauro,settlement (villa),Republican Period,-100,-30,12.599253803250001,41.958141954580000,A,0.270077069480000,B,"Quilici and Quilici Gigli 1993, p. 188",173,4165
4167,2430,Prato Lauro,settlement (villa),Imperial Period,-30,500,12.599253803250001,41.958141954580000,A,0.270077069480000,B,"Quilici and Quilici Gigli 1993, p. 188",173,4166
4168,2431, ,settlement,Archaic Period,-600,-500,12.592001168960000,41.961645694909997,A,0.532966081980000,B,"Quilici and Quilici Gigli 1993, p. 189",174,4167
4169,2431, ,settlement (villa),Imperial Period,100,500,12.593128219560001,41.961576346450002,A,0.351771813730000,B,"Quilici and Quilici Gigli 1993, p. 189",174,4168
4170,2432, ,settlement (villa),Imperial Period,1,400,12.595967395480001,41.962612711859997,A,1.720942871990000,B,"Quilici and Quilici Gigli 1993, p. 190",175,4169
4171,2433, ,settlement,Archaic Period,-600,-500,12.597327007250000,41.965085898620003,A,0.632979228610000,B,"Quilici and Quilici Gigli 1993, p. 191",177,4170
4172,2434, ,settlement,Archaic Period,-600,-500,12.593362017680001,41.964031860050000,A,0.195719481670000,B,"Quilici and Quilici Gigli 1993, p. 191",178,4171
4173,2435,Fosso della Cesarina,settlement (villa),Imperial Period,1,500,12.587875076370000,41.969438012470000,A,0.293049593450000,B,"Quilici and Quilici Gigli 1993, p. 197",183,4172
4174,2436,Torraccio di Capobianco,settlement,Archaic Period,-600,-500,12.594006257569999,41.967390989999998,A,0.657319576500000,B,"Quilici and Quilici Gigli 1993, p. 197",184,4173
4175,2436,Torraccio di Capobianco,settlement (villa),Republican Period,-100,-30,12.594304884620000,41.967209890480000,A,0.222311412830000,B,"Quilici and Quilici Gigli 1993, p. 197",184,4174
4176,2436,Torraccio di Capobianco,settlement (villa),Imperial Period,-30,100,12.594304884620000,41.967209890480000,A,0.222311412830000,B,"Quilici and Quilici Gigli 1993, p. 197",184,4175
4177,2437,Casaletti,settlement,Archaic Period,-600,-500,12.593472384220000,41.970747826029999,A,0.708808545650000,B,"Quilici and Quilici Gigli 1993, p. 197",185,4176
4178,2437,Casaletti,settlement,Republican Period,-500,-200,12.593319332540000,41.970755683450001,A,0.962289367130000,B,"Quilici and Quilici Gigli 1993, p. 197",185,4177
4179,2437,Casaletti,settlement (villa),Imperial Period,1,300,12.593437128640000,41.970599682400000,A,0.216152435560000,B,"Quilici and Quilici Gigli 1993, p. 197",185,4178
4180,2438,Casaletti,settlement (villa),Imperial Period,1,200,12.591844703970001,41.969363902810002,A,0.277739443760000,B,"Quilici and Quilici Gigli 1993, p. 197",185,4179
4181,2439,Torraccio di Capobianco,settlement,Archaic Period,-600,-400,12.598608144230001,41.967661506950002,A,1.050752029940000,B,"Quilici and Quilici Gigli 1993, p. 201",186,4180
4182,2439,Torraccio di Capobianco,settlement,Imperial Period,1,300,12.599529623120000,41.967335373659999,A,0.292616219600000,B,"Quilici and Quilici Gigli 1993, p. 201",186,4181
4183,2440,Torraccio di Capobianco,settlement,Archaic Period,-600,-500,12.600346251850000,41.965323241180002,A,1.062193374970000,B,"Quilici and Quilici Gigli 1993, p. 201",187,4182
4184,2440,Torraccio di Capobianco,settlement (villa),Imperial Period,1,500,12.600256505530000,41.965825948160003,A,0.854955688900000,B,"Quilici and Quilici Gigli 1993, p. 201",187,4183
4185,2441, ,settlement,Archaic Period,-600,-500,12.602673794290000,41.967501114000001,A,0.229130684490000,B,"Quilici and Quilici Gigli 1993, p. 202",188,4184
4186,2441, ,settlement,Republican Period,-500,-200,12.602867208010000,41.967451444500000,A,0.523089112170000,B,"Quilici and Quilici Gigli 1993, p. 202",188,4185
4187,2442, ,settlement,Archaic Period,-600,-500,12.598900183870001,41.969953003590000,A,0.382212796050000,B,"Quilici and Quilici Gigli 1993, p. 203",189,4186
4188,2442, ,settlement,Republican Period,-500,-200,12.599278998560001,41.969932088050001,A,0.908548852010000,B,"Quilici and Quilici Gigli 1993, p. 203",189,4187
4189,2442, ,settlement (villa),Republican Period,-100,-30,12.599265694870001,41.969730861460000,A,0.331779581140000,B,"Quilici and Quilici Gigli 1993, p. 203",189,4188
4190,2442, ,settlement (villa),Imperial Period,-30,100,12.599265694870001,41.969730861460000,A,0.331779581140000,B,"Quilici and Quilici Gigli 1993, p. 203",189,4189
4191,2443, ,settlement,Archaic Period,-600,-400,12.597108714679999,41.973043314649999,A,0.706662773890000,B,"Quilici and Quilici Gigli 1993, p. 203",190,4190
4192,2444, ,settlement,Archaic Period,-700,-500,12.601251288729999,41.972066373780002,A,1.217992490490000,B,"Quilici and Quilici Gigli 1993, p. 205",192,4191
4193,2444, ,settlement,Republican Period,-500,-200,12.601736164340000,41.971949404189999,A,2.392515403590000,B,"Quilici and Quilici Gigli 1993, p. 205",192,4192
4194,2444, ,settlement (villa),Imperial Period,-50,500,12.602221482750000,41.971434797550003,A,0.661867844490000,B,"Quilici and Quilici Gigli 1993, p. 205",192,4193
4195,2445,tenuta di Capobianco,settlement,Archaic Period,-600,-500,12.606336004159999,41.971355001150002,A,0.299306341210000,B,"Quilici and Quilici Gigli 1993, p. 212",194,4194
4196,2446, ,settlement,Archaic Period,-600,-500,12.604805200610000,41.968631578310003,A,1.180060022930000,B,"Quilici and Quilici Gigli 1993, p. 212",195,4195
4197,2446, ,settlement,Republican Period,-500,-30,12.605482756300001,41.968828970659999,A,3.027042178680000,B,"Quilici and Quilici Gigli 1993, p. 212",195,4196
4198,2447,Prato Lauro,settlement,Archaic Period,-600,-400,12.608648585379999,41.965684537180003,A,0.438717042610000,B,"Quilici and Quilici Gigli 1993, p. 218",198,4197
4199,2448,Prato Lauro,settlement,Archaic Period,-600,-500,12.604988286739999,41.965765012379997,A,0.543447173120000,B,"Quilici and Quilici Gigli 1993, p. 218",199,4198
4200,2449,Prato Lauro,settlement (villa),Imperial Period,1,500,12.603035824490000,41.960451628620000,A,0.922436524800000,B,"Quilici and Quilici Gigli 1993, p. 219",201,4199
4201,2450,Prato Lauro,settlement,Archaic Period,-600,-500,12.607347361850000,41.962563105260003,A,0.812530735770000,B,"Quilici and Quilici Gigli 1993, p. 221",202,4200
4202,2450,Prato Lauro,settlement,Republican Period,-500,-30,12.607716033339999,41.962660063629997,A,1.691233815660000,B,"Quilici and Quilici Gigli 1993, p. 221",202,4201
4203,2451, ,settlement,Archaic Period,-600,-500,12.607977765090000,41.958782194519998,A,0.169916074740000,B,"Quilici and Quilici Gigli 1993, p. 223",203,4202
4204,2452,Casale delle Vittorie,settlement,Republican Period,-300,-30,12.613289936359999,41.964965433200000,A,0.852857583820000,B,"Quilici and Quilici Gigli 1993, p. 224",206,4203
4205,2452,Casale delle Vittorie,settlement (villa),Imperial Period,-30,200,12.613586751300000,41.964474034180000,A,0.235962997680000,B,"Quilici and Quilici Gigli 1993, p. 224",206,4204
4206,2453,Casale delle Vittorie,settlement,Archaic Period,-600,-500,12.613084325339999,41.961146572780002,A,0.134699157430000,B,"Quilici and Quilici Gigli 1993, p. 224",207,4205
4207,2454,Casale delle Vittorie,settlement,Archaic Period,-600,-500,12.615355178060000,41.962326469819999,A,0.164989919740000,B,"Quilici and Quilici Gigli 1993, p. 224",209,4206
4208,2454,Casale delle Vittorie,settlement,Republican Period,-500,-200,12.615652892260000,41.962407805460003,A,0.466911998640000,B,"Quilici and Quilici Gigli 1993, p. 224",209,4207
4209,2455, ,settlement,Archaic Period,-600,-500,12.620867842079999,41.960983272999997,A,0.546851631140000,B,"Quilici and Quilici Gigli 1993, p. 225",210,4208
4210,2455, ,settlement (villa),Imperial Period,1,200,12.621224485270000,41.960917794830003,A,0.254534546210000,B,"Quilici and Quilici Gigli 1993, p. 225",210,4209
4211,2456,Villa Serafini,settlement (villa),Imperial Period,1,200,12.625046773259999,41.963196184310000,A,0.329196783720000,B,"Quilici and Quilici Gigli 1993, p. 225",211,4210
4212,2457,Villa Serafini,settlement,Republican Period,-400,-200,12.625471297350000,41.966089405669997,A,0.469685471110000,B,"Quilici and Quilici Gigli 1993, p. 226",212,4211
4213,2458, ,settlement (villa),Imperial Period,1,200,12.620084911450000,41.965457850210001,A,0.332173257450000,B,"Quilici and Quilici Gigli 1993, p. 226",213,4212
4214,2459,Casale delle Vittorie,settlement (villa),Imperial Period,1,200,12.616897120930000,41.964612762420003,A,0.347294531350000,B,"Quilici and Quilici Gigli 1993, p. 226",214,4213
4215,2460,Casale delle Vittorie,settlement,Republican Period,-400,-200,12.616583198050000,41.966737932679997,A,0.493567460070000,B,"Quilici and Quilici Gigli 1993, p. 227",215,4214
4216,2461, ,settlement,Archaic Period,-600,-400,12.616346645249999,41.969326765589997,A,1.399021988800000,B,"Quilici and Quilici Gigli 1993, p. 228",218,4215
4217,2461, ,settlement (villa),Republican Period,-100,-30,12.616822715710001,41.968424269520000,A,0.991413117600000,B,"Quilici and Quilici Gigli 1993, p. 228",218,4216
4218,2461, ,settlement (villa),Imperial Period,-30,200,12.616822715710001,41.968424269520000,A,0.991413117600000,B,"Quilici and Quilici Gigli 1993, p. 228",218,4217
4219,2462, ,settlement,Late Bronze Age,-1200,-1000,12.620896773289999,41.968637948160001,A,0.112889308520000,B,"Quilici and Quilici Gigli 1993, p. 228",219,4218
4220,2462, ,settlement,Iron Age,-1000,-600,12.621433089170001,41.968870461329999,A,0.164974344730000,B,"Quilici and Quilici Gigli 1993, p. 228",219,4219
4221,2462, ,settlement,Archaic Period,-600,-500,12.621433089170001,41.968870461329999,A,0.164974344730000,B,"Quilici and Quilici Gigli 1993, p. 228",219,4220
4222,2462, ,settlement,Republican Period,-500,-100,12.621433089170001,41.968870461329999,A,0.164974344730000,B,"Quilici and Quilici Gigli 1993, p. 228",219,4221
4223,2462, ,settlement (villa),Republican Period,-100,-30,12.620521380400000,41.969265509789999,A,0.425286378490000,B,"Quilici and Quilici Gigli 1993, p. 228",219,4222
4224,2462, ,settlement (villa),Imperial Period,-30,200,12.620521380400000,41.969265509789999,A,0.425286378490000,B,"Quilici and Quilici Gigli 1993, p. 228",219,4223
4225,2463, ,settlement,Iron Age,-800,-600,12.623591916590000,41.969430847060003,A,0.228542901280000,B,"Quilici and Quilici Gigli 1993, p. 236",220,4224
4226,2463, ,settlement,Archaic Period,-600,-500,12.623591916590000,41.969430847060003,A,0.228542901280000,B,"Quilici and Quilici Gigli 1993, p. 236",220,4225
4227,2463, ,settlement,Republican Period,-500,-200,12.623487056889999,41.969643754700002,A,0.567904374020000,B,"Quilici and Quilici Gigli 1993, p. 236",220,4226
4228,2464, ,settlement,Iron Age,-800,-600,12.620007497270000,41.971885118529997,A,0.235043552660000,B,"Quilici and Quilici Gigli 1993, p. 236",222,4227
4229,2464, ,settlement,Archaic Period,-600,-500,12.620007497270000,41.971885118529997,A,0.235043552660000,B,"Quilici and Quilici Gigli 1993, p. 236",222,4228
4230,2464, ,settlement,Republican Period,-500,-30,12.620223004390001,41.971949644029998,A,0.458770416860000,B,"Quilici and Quilici Gigli 1993, p. 236",222,4229
4231,2465, ,settlement,Archaic Period,-600,-400,12.618123559210000,41.974746389769997,A,0.377192027690000,B,"Quilici and Quilici Gigli 1993, p. 237",224,4230
4232,2466, ,settlement (villa),Imperial Period,1,200,12.618048437900001,41.972854462089998,A,0.265327644460000,B,"Quilici and Quilici Gigli 1993, p. 237",226,4231
4233,2467, ,settlement,Archaic Period,-600,-400,12.615328703119999,41.973117120340000,A,0.236267081250000,B,"Quilici and Quilici Gigli 1993, p. 238",227,4232
4234,2468,Casale Capobianco,settlement (villa),Imperial Period,1,300,12.611140315480000,41.969637150739999,A,0.957856265690000,B,"Quilici and Quilici Gigli 1993, p. 238",228,4233
4235,2469, ,settlement,Bronze Age,-1500,-1000,12.611628650920000,41.976291279880002,A,0.149419199140000,B,"Quilici and Quilici Gigli 1993, p. 245",232,4234
4236,2470, ,settlement,Republican Period,-200,-30,12.602862463410000,41.974812716610003,A,0.320634930270000,B,"Quilici and Quilici Gigli 1993, p. 245",233,4235
4237,2470, ,settlement,Imperial Period,-30,100,12.602862463410000,41.974812716610003,A,0.320634930270000,B,"Quilici and Quilici Gigli 1993, p. 245",233,4236
4238,2471,Case Nuove,settlement,Republican Period,-100,-30,12.603943637360000,41.976101824140002,A,0.499216234290000,B,"Quilici and Quilici Gigli 1993, p. 245",234,4237
4239,2471,Case Nuove,settlement (villa),Imperial Period,-30,100,12.604300463450000,41.976169254159998,A,0.193003055790000,B,"Quilici and Quilici Gigli 1993, p. 245",234,4238
4240,2472,Case Nuove,settlement,Archaic Period,-600,-400,12.607122578060000,41.977842526099998,A,0.713212439170000,B,"Quilici and Quilici Gigli 1993, p. 246",235,4239
4241,2472,Case Nuove,settlement,Republican Period,-100,-30,12.607057424780001,41.977977904639999,A,0.232335495950000,B,"Quilici and Quilici Gigli 1993, p. 246",235,4240
4242,2472,Case Nuove,settlement,Imperial Period,-30,100,12.607057424780001,41.977977904639999,A,0.232335495950000,B,"Quilici and Quilici Gigli 1993, p. 246",235,4241
4243,2473,Case Nuove,settlement,Imperial Period,1,100,12.608762431960001,41.979528216970003,A,0.357044298030000,B,"Quilici and Quilici Gigli 1993, p. 247",273,4242
4244,2474,Case Nuove,settlement (villa),Imperial Period,1,200,12.610700006849999,41.978572481950003,A,0.357497675370000,B,"Quilici and Quilici Gigli 1993, p. 246",236,4243
4245,2475,Case Nuove,settlement,Imperial Period,1,100,12.610371530020000,41.983578186450003,A,0.252988879220000,B,"Quilici and Quilici Gigli 1993, p. 247",239,4244
4246,2476,Case Nuove,settlement,Republican Period,-500,-200,12.610292629510001,41.985344734389997,A,0.783864024350000,B,"Quilici and Quilici Gigli 1993, p. 247",240,4245
4247,2476,Case Nuove,settlement,Imperial Period,1,200,12.610452504660000,41.985430181840002,A,0.206385614800000,B,"Quilici and Quilici Gigli 1993, p. 247",240,4246
4248,2477,Case Nuove,settlement,Archaic Period,-600,-400,12.612438940190000,41.983420425719999,A,0.690582512580000,B,"Quilici and Quilici Gigli 1993, p. 247",241,4247
4249,2477,Case Nuove,settlement,Imperial Period,-50,100,12.612498577169999,41.983402574140001,A,0.210415468760000,B,"Quilici and Quilici Gigli 1993, p. 247",241,4248
4250,2478,Case Nuove,settlement,Archaic Period,-600,-500,12.610594913680000,41.982128745670003,A,0.612595666220000,B,"Quilici and Quilici Gigli 1993, p. 248",242,4249
4251,2478,Case Nuove,settlement,Republican Period,-500,-200,12.610881977829999,41.981861386939997,A,1.571054644030000,B,"Quilici and Quilici Gigli 1993, p. 248",242,4250
4252,2479,Case Nuove,settlement,Imperial Period,1,200,12.613234742420000,41.980233137669998,A,0.342626662140000,B,"Quilici and Quilici Gigli 1993, p. 249",243,4251
4253,2480, ,settlement,Republican Period,-200,-30,12.616483099950001,41.980711382410000,A,0.723134158550000,B,"Quilici and Quilici Gigli 1993, p. 250",244,4252
4254,2481, ,settlement (villa),Imperial Period,1,100,12.615680604130000,41.981628823130002,A,0.296356556320000,B,"Quilici and Quilici Gigli 1993, p. 251",250,4253
4255,2482,Riserva Grande,settlement (villa),Imperial Period,1,200,12.618500583399999,41.979073201920002,A,0.344199677950000,B,"Quilici and Quilici Gigli 1993, p. 250",245,4254
4256,2483,Riserva Grande,settlement,Republican Period,-500,-200,12.620930495450001,41.978468509679999,A,0.646723360570000,B,"Quilici and Quilici Gigli 1993, p. 250",246,4255
4257,2484,Riserva Grande,settlement,Republican Period,-500,-200,12.623779645070000,41.977623072889998,A,0.671990327950000,B,"Quilici and Quilici Gigli 1993, p. 250",247,4256
4258,2485,Riserva Grande,settlement,Archaic Period,-600,-500,12.623594341150000,41.981106809190003,A,0.221824294940000,B,"Quilici and Quilici Gigli 1993, p. 250",248,4257
4259,2485,Riserva Grande,settlement,Republican Period,-500,-200,12.623666883809999,41.981007350820001,A,0.524109621570000,B,"Quilici and Quilici Gigli 1993, p. 250",248,4258
4260,2485,Riserva Grande,settlement,Imperial Period,1,200,12.623734634810001,41.981360009569997,A,0.302842237870000,B,"Quilici and Quilici Gigli 1993, p. 250",248,4259
4261,2486,Riserva S. Antonio,settlement,Archaic Period,-600,-500,12.621586589620000,41.985299096820000,A,0.423281508210000,B,"Quilici and Quilici Gigli 1993, p. 255",252,4260
4262,2486,Riserva S. Antonio,settlement,Republican Period,-500,-200,12.621765489600000,41.985164410410000,A,0.957637499060000,B,"Quilici and Quilici Gigli 1993, p. 255",252,4261
4263,2486,Riserva S. Antonio,settlement (villa),Imperial Period,1,100,12.621607213460001,41.986256264550001,A,0.300248307160000,B,"Quilici and Quilici Gigli 1993, p. 255",252,4262
4264,2487,Riserva S. Antonio,settlement,Archaic Period,-600,-400,12.621102103200000,41.988868550420001,A,1.262845745190000,B,"Quilici and Quilici Gigli 1993, p. 257",254,4263
4265,2487,Riserva S. Antonio,settlement,Republican Period,-400,-200,12.621080796479999,41.988693281419998,A,1.705102914290000,B,"Quilici and Quilici Gigli 1993, p. 257",254,4264
4266,2487,Riserva S. Antonio,settlement,Republican Period,-100,-30,12.621223924640001,41.988772441910001,A,0.567622308000000,B,"Quilici and Quilici Gigli 1993, p. 257",254,4265
4267,2487,Riserva S. Antonio,settlement,Imperial Period,-30,200,12.621223924640001,41.988772441910001,A,0.567622308000000,B,"Quilici and Quilici Gigli 1993, p. 257",254,4266
4268,2488, ,settlement,Archaic Period,-600,-500,12.616558180780000,41.987693230550001,A,0.169282974220000,B,"Quilici and Quilici Gigli 1993, p. 258",256,4267
4269,2488, ,settlement,Republican Period,-500,-200,12.616631919860000,41.987916068159997,A,0.384265347970000,B,"Quilici and Quilici Gigli 1993, p. 258",256,4268
4270,2489, ,settlement,Imperial Period,1,200,12.617145589430001,41.989375441299998,A,0.231515034190000,B,"Quilici and Quilici Gigli 1993, p. 259",257,4269
4271,2490, ,settlement,Republican Period,-100,-30,12.617893906680001,41.991251939690002,A,0.317095120870000,B,"Quilici and Quilici Gigli 1993, p. 259",258,4270
4272,2490, ,settlement,Imperial Period,-30,100,12.617893906680001,41.991251939690002,A,0.317095120870000,B,"Quilici and Quilici Gigli 1993, p. 259",258,4271
4273,2491, ,settlement,Archaic Period,-600,-500,12.611457843120000,41.993347755400002,A,0.358533150230000,B,"Quilici and Quilici Gigli 1993, p. 260",261,4272
4274,2491, ,settlement,Republican Period,-500,-200,12.611394956150001,41.993236939690000,A,0.698967959730000,B,"Quilici and Quilici Gigli 1993, p. 260",261,4273
4275,2491, ,settlement,Republican Period,-100,-30,12.612629117019999,41.992922628170000,A,0.306470601880000,B,"Quilici and Quilici Gigli 1993, p. 260",261,4274
4276,2491, ,settlement,Imperial Period,-30,100,12.612629117019999,41.992922628170000,A,0.306470601880000,B,"Quilici and Quilici Gigli 1993, p. 260",261,4275
4277,2492, ,settlement,Archaic Period,-600,-400,12.609292151569999,41.993732583320003,A,1.055591104510000,B,"Quilici and Quilici Gigli 1993, p. 261",262,4276
4278,2492, ,settlement,Imperial Period,1,200,12.609714322389999,41.994444760690001,A,0.325008620710000,B,"Quilici and Quilici Gigli 1993, p. 261",262,4277
4279,2493,Torre Lupara,settlement (villa),Imperial Period,1,200,12.611634880020000,41.995770252150002,A,0.325673142610000,B,"Quilici and Quilici Gigli 1993, p. 261",263,4278
4280,2494,Torre Lupara,settlement,Imperial Period,1,200,12.613957886780000,41.998846032199999,A,0.288121175200000,B,"Quilici and Quilici Gigli 1993, p. 262",264,4279
4281,2495,Fondi di Torre Lupara,settlement (villa),Imperial Period,1,200,12.615249461390000,41.993717935390002,A,0.292725489110000,B,"Quilici and Quilici Gigli 1993, p. 262",265,4280
4282,2496, ,settlement,Archaic Period,-600,-500,12.619316559950001,41.992626173209999,A,0.538202003880000,B,"Quilici and Quilici Gigli 1993, p. 262",266,4281
4283,2496, ,settlement,Republican Period,-500,-200,12.619193476230000,41.992881192479999,A,1.112599899960000,B,"Quilici and Quilici Gigli 1993, p. 262",266,4282
4284,2497, ,settlement,Archaic Period,-600,-500,12.619256826619999,41.996949511300002,A,0.537607394180000,B,"Quilici and Quilici Gigli 1993, p. 263",268,4283
4285,2497, ,settlement,Republican Period,-500,-200,12.619097666480000,41.996751996249998,A,1.030640157080000,B,"Quilici and Quilici Gigli 1993, p. 263",268,4284
4286,2497, ,settlement (villa),Imperial Period,1,200,12.619615385500000,41.996300034510000,A,0.241657603660000,B,"Quilici and Quilici Gigli 1993, p. 263",268,4285
4287,2498,Torre Lupara,settlement,Imperial Period,1,200,12.619448137279999,41.999410538329997,A,0.744488384350000,B,"Quilici and Quilici Gigli 1993, p. 263",269,4286
4288,2499, ,settlement,Imperial Period,1,200,12.623451377220000,41.998786606190002,A,0.305553033430000,B,"Quilici and Quilici Gigli 1993, p. 264",271,4287
4289,2500, ,settlement,Archaic Period,-600,-500,12.626032441380000,41.996171880550001,A,0.220767590520000,B,"Quilici and Quilici Gigli 1993, p. 266",274,4288
4290,2501, ,settlement,Archaic Period,-600,-500,12.625797378430001,41.998385875360000,A,0.291147897470000,B,"Quilici and Quilici Gigli 1993, p. 266",275,4289
4291,2501, ,settlement,Republican Period,-500,-200,12.626500229450000,41.998541942229998,A,1.158819221690000,B,"Quilici and Quilici Gigli 1993, p. 266",275,4290
4292,2501, ,settlement (villa),Imperial Period,1,400,12.626718988120000,41.998564835270003,A,0.424393351820000,B,"Quilici and Quilici Gigli 1993, p. 266",275,4291
4293,2502, ,settlement,Imperial Period,1,200,12.629344327349999,42.000180288540001,A,0.753819596990000,B,"Quilici and Quilici Gigli 1993, p. 267",276,4292
4294,2503, ,settlement,Republican Period,-500,-200,12.629896028899999,41.998237293940001,A,1.115287223900000,B,"Quilici and Quilici Gigli 1993, p. 268",277,4293
4295,2503, ,settlement (villa),Imperial Period,1,200,12.630107188909999,41.998079601870003,A,0.516202569160000,B,"Quilici and Quilici Gigli 1993, p. 268",277,4294
4296,2503, ,settlement (villa),Imperial Period,400,500,12.630107188909999,41.998079601870003,A,0.516202569160000,B,"Quilici and Quilici Gigli 1993, p. 268",277,4295
4297,2504, ,settlement (villa),Imperial Period,1,200,12.642370959260001,41.998568513930003,A,0.286693782010000,B,"Quilici and Quilici Gigli 1993, p. 270",281,4296
4298,2505, ,settlement (villa),Imperial Period,1,200,12.645526374759999,41.995396952770001,A,0.216933692650000,B,"Quilici and Quilici Gigli 1993, p. 270",283,4297
4299,2506, ,settlement,Archaic Period,-700,-500,12.648297595340001,41.999440502829998,A,0.468071447750000,B,"Quilici and Quilici Gigli 1993, p. 271",285,4298
4300,2507,Monte Carnale,settlement,Republican Period,-400,-200,12.658631724899999,41.994271806990000,A,0.811888978710000,B,"Quilici and Quilici Gigli 1993, p. 271",288,4299
4301,2507,Monte Carnale,settlement (villa),Imperial Period,1,100,12.658511344120001,41.994505608419999,A,0.293406937520000,B,"Quilici and Quilici Gigli 1993, p. 271",288,4300
4302,2508,Fosso S. Lucia,settlement,Iron Age,-800,-600,12.662875057000001,41.999897698829997,A,0.411550603770000,B,"Quilici and Quilici Gigli 1993, p. 271",289,4301
4303,2508,Fosso S. Lucia,settlement,Archaic Period,-600,-500,12.662875057000001,41.999897698829997,A,0.411550603770000,B,"Quilici and Quilici Gigli 1993, p. 271",289,4302
4304,2508,Fosso S. Lucia,settlement,Republican Period,-500,-200,12.663469001259999,41.999959967629998,A,0.989399790380000,B,"Quilici and Quilici Gigli 1993, p. 271",289,4303
4305,2508,Fosso S. Lucia,settlement,Republican Period,-200,-30,12.663604570300000,41.999948449569999,A,0.356467385510000,B,"Quilici and Quilici Gigli 1993, p. 271",289,4304
4306,2509, ,settlement (villa),Imperial Period,1,100,12.666106125850000,41.998565902519999,A,0.229879902740000,B,"Quilici and Quilici Gigli 1993, p. 272",290,4305
4307,2510, ,settlement (villa),Imperial Period,1,200,12.663040590680000,41.993082117939998,A,0.260886158070000,B,"Quilici and Quilici Gigli 1993, p. 272",291,4306
4308,2511, ,settlement,Republican Period,-400,-200,12.660123438039999,41.990264067470001,A,0.559701468770000,B,"Quilici and Quilici Gigli 1993, p. 272",292,4307
4309,2511, ,settlement,Republican Period,-200,-30,12.660345067940000,41.990525059040003,A,0.237416460410000,B,"Quilici and Quilici Gigli 1993, p. 272",292,4308
4310,2511, ,settlement,Imperial Period,-30,200,12.660345067940000,41.990525059040003,A,0.237416460410000,B,"Quilici and Quilici Gigli 1993, p. 272",292,4309
4311,2512, ,settlement,Republican Period,-400,-200,12.658275829630000,41.987959824350000,A,0.636325970450000,B,"Quilici and Quilici Gigli 1993, p. 272",293,4310
4312,2513, ,settlement (villa),Imperial Period,1,200,12.657757137040001,41.986877562069999,A,0.240446208920000,B,"Quilici and Quilici Gigli 1993, p. 273",294,4311
4313,2514, ,settlement,Archaic Period,-600,-400,12.652706994080001,41.982418410720001,A,0.354067157690000,B,"Quilici and Quilici Gigli 1993, p. 273",296,4312
4314,2514, ,settlement (villa),Imperial Period,1,200,12.653307140410000,41.982307722740003,A,0.298052207030000,B,"Quilici and Quilici Gigli 1993, p. 273",296,4313
4315,2515,Quarto di S. Lucia,settlement,Archaic Period,-600,-500,12.652803409220001,41.980158047990003,A,0.387368828020000,B,"Quilici and Quilici Gigli 1993, p. 274",298,4314
4316,2515,Quarto di S. Lucia,settlement,Republican Period,-500,-400,12.652762680730000,41.980128257590003,A,0.647419131240000,B,"Quilici and Quilici Gigli 1993, p. 274",298,4315
4317,2516,Quarto di S. Lucia,settlement (villa),Imperial Period,1,200,12.649905969120001,41.977193517800004,A,0.322247112880000,B,"Quilici and Quilici Gigli 1993, p. 274",299,4316
4318,2517,Quarto di S. Lucia,settlement,Archaic Period,-600,-500,12.649230846909999,41.976227813110000,A,0.147727421300000,B,"Quilici and Quilici Gigli 1993, p. 274",300,4317
4319,2518,Quarto di S. Lucia,settlement,Republican Period,-500,-400,12.648297021479999,41.979154947049999,A,0.419809736420000,B,"Quilici and Quilici Gigli 1993, p. 274",301,4318
4320,2518,Quarto di S. Lucia,settlement,Republican Period,-400,-200,12.648047767650000,41.979181249610001,A,0.857067205640000,B,"Quilici and Quilici Gigli 1993, p. 274",301,4319
